suite,case,config,status,note,rust_status
compiler,badInferenceLowerPriorityThanGoodInference.ts,,go-pass,,
compiler,badOverloadError.ts,,go-pass,,
compiler,badThisBinding.ts,,go-pass,,
compiler,bangInModuleName.ts,,go-pass,,
compiler,baseCheck.ts,,go-diff,,
compiler,baseClassImprovedMismatchErrors.ts,,go-diff,,
compiler,baseConstraintOfDecorator.ts,,go-diff,,
compiler,baseExpressionTypeParameters.ts,,go-diff,,
compiler,baseIndexSignatureResolution.ts,,go-diff,,
compiler,baseTypeAfterDerivedType.ts,,go-pass,,
compiler,baseTypeOrderChecking.ts,,go-diff,,
compiler,baseTypePrivateMemberClash.ts,,go-diff,,
compiler,baseTypeWrappingInstantiationChain.ts,,go-diff,,
compiler,bases.ts,,go-diff,,
compiler,bestChoiceType.ts,,go-pass,,
compiler,bestCommonTypeReturnStatement.ts,,go-diff,,
compiler,bestCommonTypeWithContextualTyping.ts,,go-diff,,
compiler,bestCommonTypeWithOptionalProperties.ts,,go-diff,,
compiler,betterErrorForAccidentalCall.ts,,go-diff,,
compiler,betterErrorForUnionCall.ts,,go-diff,,
compiler,bigIntWithTargetES2016.ts,,go-pass,,
compiler,bigIntWithTargetLessThanES2016.ts,,go-diff,,
compiler,bigint64ArraySubarray.ts,,go-pass,,
compiler,bigintAmbientMinimal.ts,target=es5,go-pass,,
compiler,bigintAmbientMinimal.ts,target=es2015,go-diff,,
compiler,bigintArbirtraryIdentifier.ts,,go-diff,,
compiler,bigintIndex.ts,,go-diff,,
compiler,bigintPropertyName.ts,,go-diff,,
compiler,bigintWithLib.ts,,go-diff,,
compiler,bigintWithoutLib.ts,target=es5,go-pass,,
compiler,bigintWithoutLib.ts,target=es2015,go-diff,,
compiler,binaryArithmatic1.ts,,go-diff,,
compiler,binaryArithmatic2.ts,,go-diff,,
compiler,binaryArithmatic3.ts,,go-diff,,
compiler,binaryArithmatic4.ts,,go-diff,,
compiler,binaryArithmeticControlFlowGraphNotTooLarge.ts,,go-pass,,
compiler,bind1.ts,,go-diff,,
compiler,bind2.ts,,go-pass,,
compiler,binderBinaryExpressionStress.ts,,skip-config,untranslatable: notypesandsymbols,
compiler,binderBinaryExpressionStressJs.ts,,skip-config,untranslatable: notypesandsymbols,
compiler,bindingPatternCannotBeOnlyInferenceSource.ts,,go-diff,,
compiler,bindingPatternContextualTypeDoesNotCauseWidening.ts,,go-pass,,
compiler,bindingPatternInParameter01.ts,,go-pass,,
compiler,bindingPatternOmittedExpressionNesting.ts,,go-pass,,
compiler,binopAssignmentShouldHaveType.ts,,go-pass,,
compiler,bitwiseCompoundAssignmentOperators.ts,,go-diff,,
compiler,blockScopedBindingCaptureThisInFunction.ts,,go-pass,,
compiler,blockScopedBindingUsedBeforeDef.ts,,go-diff,,
compiler,blockScopedBindingsInDownlevelGenerator.ts,target=es5,go-pass,,
compiler,blockScopedBindingsInDownlevelGenerator.ts,target=es2015,go-pass,,
compiler,blockScopedBindingsReassignedInLoop1.ts,,go-pass,,
compiler,blockScopedBindingsReassignedInLoop2.ts,,go-pass,,
compiler,blockScopedBindingsReassignedInLoop3.ts,,go-pass,,
compiler,blockScopedBindingsReassignedInLoop4.ts,,go-pass,,
compiler,blockScopedBindingsReassignedInLoop5.ts,,go-pass,,
compiler,blockScopedBindingsReassignedInLoop6.ts,,go-pass,,
compiler,blockScopedClassDeclarationAcrossFiles.ts,,go-pass,,
compiler,blockScopedEnumVariablesUseBeforeDef.ts,target=es5,go-pass,,
compiler,blockScopedEnumVariablesUseBeforeDef.ts,target=es2015,go-diff,,
compiler,blockScopedEnumVariablesUseBeforeDef_isolatedModules.ts,target=es5,go-pass,,
compiler,blockScopedEnumVariablesUseBeforeDef_isolatedModules.ts,target=es2015,go-diff,,
compiler,blockScopedEnumVariablesUseBeforeDef_preserve.ts,target=es5,go-pass,,
compiler,blockScopedEnumVariablesUseBeforeDef_preserve.ts,target=es2015,go-diff,,
compiler,blockScopedEnumVariablesUseBeforeDef_verbatimModuleSyntax.ts,target=es5,go-pass,,
compiler,blockScopedEnumVariablesUseBeforeDef_verbatimModuleSyntax.ts,target=es2015,go-diff,,
compiler,blockScopedFunctionDeclarationES5.ts,target=es5,go-pass,,
compiler,blockScopedFunctionDeclarationES5.ts,target=es2015,go-diff,,
compiler,blockScopedFunctionDeclarationES6.ts,,go-diff,,
compiler,blockScopedFunctionDeclarationInStrictClass.ts,target=es5,go-pass,,
compiler,blockScopedFunctionDeclarationInStrictClass.ts,target=es2015,go-diff,,
compiler,blockScopedFunctionDeclarationInStrictModule.ts,,go-diff,,
compiler,blockScopedFunctionDeclarationStrictES5.ts,target=es5,go-pass,,
compiler,blockScopedFunctionDeclarationStrictES5.ts,target=es2015,go-diff,,
compiler,blockScopedFunctionDeclarationStrictES6.ts,,go-diff,,
compiler,blockScopedNamespaceDifferentFile.ts,target=es5,go-pass,,
compiler,blockScopedNamespaceDifferentFile.ts,target=es2015,go-pass,,
compiler,blockScopedSameNameFunctionDeclarationES5.ts,target=es5,go-pass,,
compiler,blockScopedSameNameFunctionDeclarationES5.ts,target=es2015,go-diff,,
compiler,blockScopedSameNameFunctionDeclarationES6.ts,,go-diff,,
compiler,blockScopedSameNameFunctionDeclarationStrictES5.ts,target=es5,go-pass,,
compiler,blockScopedSameNameFunctionDeclarationStrictES5.ts,target=es2015,go-diff,,
compiler,blockScopedSameNameFunctionDeclarationStrictES6.ts,,go-diff,,
compiler,blockScopedVariablesUseBeforeDef.ts,target=es5,go-pass,,
compiler,blockScopedVariablesUseBeforeDef.ts,target=es2015,go-diff,,
compiler,bluebirdStaticThis.ts,,go-diff,,
compiler,bom-utf16be.ts,,go-diff,,
compiler,bom-utf16le.ts,,go-diff,,
compiler,bom-utf8.ts,,go-pass,,
compiler,booleanAssignment.ts,,go-diff,,
compiler,booleanFilterAnyArray.ts,,go-pass,,
compiler,booleanLiteralsContextuallyTypedFromUnion.tsx,,go-diff,,
compiler,breakInIterationOrSwitchStatement1.ts,,go-pass,,
compiler,breakInIterationOrSwitchStatement2.ts,,go-pass,,
compiler,breakInIterationOrSwitchStatement3.ts,,go-pass,,
compiler,breakInIterationOrSwitchStatement4.ts,,go-diff,,
compiler,breakNotInIterationOrSwitchStatement1.ts,,go-diff,,
compiler,breakNotInIterationOrSwitchStatement2.ts,,go-diff,,
compiler,breakTarget1.ts,,go-pass,,
compiler,breakTarget2.ts,,go-pass,,
compiler,breakTarget3.ts,,go-pass,,
compiler,breakTarget4.ts,,go-pass,,
compiler,breakTarget5.ts,,go-diff,,
compiler,breakTarget6.ts,,go-diff,,
compiler,builtinIterator.ts,,go-diff,,
compiler,bundledDtsLateExportRenaming.ts,,go-pass,,
compiler,cacheResolutions.ts,,go-pass,,
compiler,cachedContextualTypes.ts,,go-pass,,
compiler,cachedModuleResolution1.ts,,go-pass,,
compiler,cachedModuleResolution2.ts,,go-pass,,
compiler,cachedModuleResolution3.ts,,go-pass,,
compiler,cachedModuleResolution4.ts,,go-pass,,
compiler,cachedModuleResolution5.ts,,go-pass,,
compiler,cachedModuleResolution6.ts,,go-diff,,
compiler,cachedModuleResolution7.ts,,go-diff,,
compiler,cachedModuleResolution8.ts,,go-pass,,
compiler,cachedModuleResolution9.ts,,go-pass,,
compiler,callConstructAssignment.ts,,go-diff,,
compiler,callExpressionWithMissingTypeArgument1.ts,,go-diff,,
compiler,callExpressionWithTypeParameterConstrainedToOuterTypeParameter.ts,,go-diff,,
compiler,callOfConditionalTypeWithConcreteBranches.ts,,go-pass,,
compiler,callOnClass.ts,,go-diff,,
compiler,callOnInstance.ts,,go-diff,,
compiler,callOverloadViaElementAccessExpression.ts,,go-diff,,
compiler,callOverloads1.ts,,go-diff,,
compiler,callOverloads2.ts,,go-diff,,
compiler,callOverloads3.ts,,go-diff,,
compiler,callOverloads4.ts,,go-diff,,
compiler,callOverloads5.ts,,go-diff,,
compiler,callSignatureFunctionOverload.ts,,go-pass,,
compiler,callSignaturesShouldBeResolvedBeforeSpecialization.ts,,go-diff,,
compiler,callWithWrongNumberOfTypeArguments.ts,,go-diff,,
compiler,callbackArgsDifferByOptionality.ts,,go-diff,,
compiler,callbacksDontShareTypes.ts,,go-diff,,
compiler,callsOnComplexSignatures.tsx,,go-diff,,
compiler,cannotIndexGenericWritingError.ts,,go-diff,,
compiler,cannotInvokeNewOnErrorExpression.ts,,go-diff,,
compiler,cannotInvokeNewOnIndexExpression.ts,,go-diff,,
compiler,captureSuperPropertyAccessInSuperCall01.ts,,go-pass,,
compiler,captureThisInSuperCall.ts,,go-pass,,
compiler,capturedLetConstInLoop1.ts,,go-pass,,
compiler,capturedLetConstInLoop10.ts,,go-pass,,
compiler,capturedLetConstInLoop10_ES6.ts,,go-pass,,
compiler,capturedLetConstInLoop11.ts,,go-pass,,
compiler,capturedLetConstInLoop11_ES6.ts,,go-pass,,
compiler,capturedLetConstInLoop12.ts,,go-pass,,
compiler,capturedLetConstInLoop13.ts,,go-pass,,
compiler,capturedLetConstInLoop14.ts,target=es5,skip-config,untranslatable: notypesandsymbols,
compiler,capturedLetConstInLoop14.ts,target=es2015,skip-config,untranslatable: notypesandsymbols,
compiler,capturedLetConstInLoop1_ES6.ts,,go-pass,,
compiler,capturedLetConstInLoop2.ts,,go-pass,,
compiler,capturedLetConstInLoop2_ES6.ts,,go-pass,,
compiler,capturedLetConstInLoop3.ts,,go-pass,,
compiler,capturedLetConstInLoop3_ES6.ts,,go-pass,,
compiler,capturedLetConstInLoop4.ts,,go-pass,,
compiler,capturedLetConstInLoop4_ES6.ts,,go-pass,,
compiler,capturedLetConstInLoop5.ts,,go-diff,,
compiler,capturedLetConstInLoop5_ES6.ts,,go-diff,,
compiler,capturedLetConstInLoop6.ts,,go-diff,,
compiler,capturedLetConstInLoop6_ES6.ts,,go-diff,,
compiler,capturedLetConstInLoop7.ts,,go-diff,,
compiler,capturedLetConstInLoop7_ES6.ts,,go-diff,,
compiler,capturedLetConstInLoop8.ts,,go-diff,,
compiler,capturedLetConstInLoop8_ES6.ts,,go-diff,,
compiler,capturedLetConstInLoop9.ts,,go-pass,,
compiler,capturedLetConstInLoop9_ES6.ts,,go-pass,,
compiler,capturedParametersInInitializers1.ts,,go-diff,,
compiler,capturedParametersInInitializers2.ts,target=es5,go-pass,,
compiler,capturedParametersInInitializers2.ts,target=es2015,go-diff,,
compiler,capturedShorthandPropertyAssignmentNoCheck.ts,target=es5,go-pass,,
compiler,capturedShorthandPropertyAssignmentNoCheck.ts,target=es2015,go-pass,,
compiler,capturedVarInLoop.ts,target=es5,go-pass,,
compiler,capturedVarInLoop.ts,target=es2015,go-pass,,
compiler,caseInsensitiveFileSystemWithCapsImportTypeDeclarations.ts,,skip-config,untranslatable: usecasesensitivefilenames,
compiler,castExpressionParentheses.ts,,go-pass,,
compiler,castFunctionExpressionShouldBeParenthesized.ts,,go-pass,,
compiler,castNewObjectBug.ts,,go-pass,,
compiler,castOfAwait.ts,,go-diff,,
compiler,castOfYield.ts,,go-diff,,
compiler,castParentheses.ts,,go-pass,,
compiler,castTest.ts,,go-diff,,
compiler,catch.ts,,go-pass,,
compiler,catchClauseWithInitializer1.ts,,go-diff,,
compiler,cf.ts,,go-diff,,
compiler,chainedAssignment1.ts,,go-diff,,
compiler,chainedAssignment2.ts,,go-diff,,
compiler,chainedAssignment3.ts,,go-diff,,
compiler,chainedAssignmentChecking.ts,,go-diff,,
compiler,chainedCallsWithTypeParameterConstrainedToOtherTypeParameter.ts,,go-diff,,
compiler,chainedCallsWithTypeParameterConstrainedToOtherTypeParameter2.ts,,go-diff,,
compiler,chainedImportAlias.ts,,go-pass,,
compiler,chainedSpecializationToObjectTypeLiteral.ts,,go-diff,,
compiler,checkDestructuringShorthandAssigment.ts,,go-diff,,
compiler,checkDestructuringShorthandAssigment2.ts,,go-diff,,
compiler,checkForObjectTooStrict.ts,target=es5,go-pass,,
compiler,checkForObjectTooStrict.ts,target=es2015,go-diff,,
compiler,checkIndexConstraintOfJavascriptClassExpression.ts,,go-pass,,
compiler,checkInfiniteExpansionTermination.ts,,go-pass,,
compiler,checkInfiniteExpansionTermination2.ts,,go-pass,,
compiler,checkInheritedProperty.ts,,go-diff,,
compiler,checkInterfaceBases.ts,,go-pass,,
compiler,checkJsFiles.ts,,go-diff,,
compiler,checkJsFiles2.ts,,go-diff,,
compiler,checkJsFiles3.ts,,go-diff,,
compiler,checkJsFiles4.ts,,go-diff,,
compiler,checkJsFiles5.ts,,go-pass,,
compiler,checkJsFiles6.ts,,go-diff,,
compiler,checkJsFiles7.ts,,go-pass,,
compiler,checkJsFiles_noErrorLocation.ts,,go-pass,,
compiler,checkJsFiles_skipDiagnostics.ts,,go-diff,,
compiler,checkJsObjectLiteralHasCheckedKeyof.ts,,go-diff,,
compiler,checkJsObjectLiteralIndexSignatures.ts,,go-pass,,
compiler,checkJsTypeDefNoUnusedLocalMarked.ts,,go-diff,,
compiler,checkJsdocTypeTagOnExportAssignment1.ts,,go-diff,,
compiler,checkJsdocTypeTagOnExportAssignment2.ts,,go-diff,,
compiler,checkJsdocTypeTagOnExportAssignment3.ts,,go-diff,,
compiler,checkJsdocTypeTagOnExportAssignment4.ts,,go-diff,,
compiler,checkJsdocTypeTagOnExportAssignment5.ts,,go-pass,,
compiler,checkJsdocTypeTagOnExportAssignment6.ts,,go-diff,,
compiler,checkJsdocTypeTagOnExportAssignment7.ts,,go-pass,,
compiler,checkJsdocTypeTagOnExportAssignment8.ts,,go-pass,,
compiler,checkJsxNotSetError.ts,,go-diff,,
compiler,checkMergedGlobalUMDSymbol.ts,,go-diff,,
compiler,checkSuperCallBeforeThisAccess.ts,,go-diff,,
compiler,checkSuperCallBeforeThisAccessing1.ts,,go-pass,,
compiler,checkSuperCallBeforeThisAccessing2.ts,,go-diff,,
compiler,checkSuperCallBeforeThisAccessing3.ts,,go-pass,,
compiler,checkSuperCallBeforeThisAccessing4.ts,,go-pass,,
compiler,checkSuperCallBeforeThisAccessing5.ts,,go-diff,,
compiler,checkSuperCallBeforeThisAccessing6.ts,,go-diff,,
compiler,checkSuperCallBeforeThisAccessing7.ts,,go-pass,,
compiler,checkSuperCallBeforeThisAccessing8.ts,,go-diff,,
compiler,checkSuperCallBeforeThisAccessing9.ts,,go-diff,,
compiler,checkSwitchStatementIfCaseTypeIsString.ts,,go-pass,,
compiler,checkTypePredicateForRedundantProperties.ts,,go-diff,,
compiler,checkerInitializationCrash.ts,,go-diff,,
compiler,checkingObjectDefinePropertyOnFunctionNonexistentPropertyNoCrash1.ts,,go-diff,,
compiler,checkingObjectWithThisInNamePositionNoCrash.ts,,go-diff,,
compiler,circularAccessorAnnotations.ts,,go-diff,,
compiler,circularBaseConstraint.ts,,go-diff,,
compiler,circularBaseTypes.ts,,go-diff,,
compiler,circularConstrainedMappedTypeNoCrash.ts,,go-pass,,
compiler,circularConstraintYieldsAppropriateError.ts,,go-diff,,
compiler,circularConstructorWithReturn.ts,,go-pass,,
compiler,circularContextualMappedType.ts,,go-pass,,
compiler,circularContextualReturnType.ts,,go-pass,,
compiler,circularGetAccessor.ts,noimplicitany=true,go-diff,,
compiler,circularGetAccessor.ts,noimplicitany=false,go-diff,,
compiler,circularInferredTypeOfVariable.ts,,go-pass,,
compiler,circularInlineMappedGenericTupleTypeNoCrash.ts,,go-diff,,
compiler,circularInstantiationExpression.ts,,go-pass,,
compiler,circularMappedTypeConstraint.ts,,go-pass,,
compiler,circularModuleImports.ts,,go-diff,,
compiler,circularObjectLiteralAccessors.ts,target=es5,go-pass,,
compiler,circularObjectLiteralAccessors.ts,target=es2015,go-pass,,
compiler,circularOptionalityRemoval.ts,,go-diff,,
compiler,circularReferenceInImport.ts,,go-pass,,
compiler,circularReferenceInReturnType.ts,,go-diff,,
compiler,circularReferenceInReturnType2.ts,,go-diff,,
compiler,circularResolvedSignature.ts,,go-diff,,
compiler,circularTypeArgumentsLocalAndOuterNoCrash1.ts,,go-diff,,
compiler,circularTypeofWithFunctionModule.ts,,go-pass,,
compiler,circularlyConstrainedMappedTypeContainingConditionalNoInfiniteInstantiationDepth.ts,,go-diff,,
compiler,circularlyReferentialInterfaceAccessNoCrash.ts,,go-diff,,
compiler,circularlySimplifyingConditionalTypesNoCrash.ts,,go-pass,,
compiler,class2.ts,,go-diff,,
compiler,classAccessorInitializationInferenceWithElementAccess1.ts,,go-pass,,
compiler,classAttributeInferenceTemplate.ts,,go-pass,,
compiler,classAttributeInferenceTemplateJS.ts,,go-pass,,
compiler,classBlockScoping.ts,,go-pass,,
compiler,classCannotExtendVar.ts,,go-diff,,
compiler,classDeclarationBlockScoping1.ts,,go-pass,,
compiler,classDeclarationBlockScoping2.ts,,go-pass,,
compiler,classDeclarationCheckUsedBeforeDefinitionInFunctionDeclaration.ts,,go-pass,,
compiler,classDeclarationCheckUsedBeforeDefinitionInItself.ts,,go-pass,,
compiler,classDeclarationMergedInModuleWithContinuation.ts,,go-pass,,
compiler,classDeclarationShouldBeOutOfScopeInComputedNames.ts,,go-diff,,
compiler,classDeclaredBeforeClassFactory.ts,,go-pass,,
compiler,classExpressionAssignment.ts,,go-diff,,
compiler,classExpressionExtendingAbstractClass.ts,,go-diff,,
compiler,classExpressionInClassStaticDeclarations.ts,,go-pass,,
compiler,classExpressionNames.ts,,go-pass,,
compiler,classExpressionPropertyModifiers.ts,,skip-config,untranslatable: notypesandsymbols,
compiler,classExpressionTest1.ts,,go-diff,,
compiler,classExpressionTest2.ts,,go-diff,,
compiler,classExpressionWithDecorator1.ts,,go-diff,,
compiler,classExpressionWithResolutionOfNamespaceOfSameName01.ts,,go-diff,,
compiler,classExpressionWithStaticProperties1.ts,,go-pass,,
compiler,classExpressionWithStaticProperties2.ts,target=es5,go-pass,,
compiler,classExpressionWithStaticProperties2.ts,target=es2015,go-pass,,
compiler,classExpressionWithStaticProperties3.ts,target=es5,go-pass,,
compiler,classExpressionWithStaticProperties3.ts,target=es2015,go-pass,,
compiler,classExpressionWithStaticPropertiesES61.ts,,go-pass,,
compiler,classExpressionWithStaticPropertiesES62.ts,,go-pass,,
compiler,classExpressionWithStaticPropertiesES63.ts,,go-pass,,
compiler,classExpressionWithStaticPropertiesES64.ts,,go-pass,,
compiler,classExpressions.ts,,go-diff,,
compiler,classExtendingAbstractClassWithMemberCalledTheSameAsItsOwnTypeParam.ts,,go-pass,,
compiler,classExtendingAny.ts,,go-diff,,
compiler,classExtendingQualifiedName.ts,,go-diff,,
compiler,classExtendingQualifiedName2.ts,,go-pass,,
compiler,classExtendsAcrossFiles.ts,target=es5,go-pass,,
compiler,classExtendsAcrossFiles.ts,target=es2015,go-pass,,
compiler,classExtendsClauseClassMergedWithModuleNotReferingConstructor.ts,,go-diff,,
compiler,classExtendsClauseClassNotReferringConstructor.ts,,go-diff,,
compiler,classExtendsInterface.ts,,go-diff,,
compiler,classExtendsInterfaceInExpression.ts,,go-diff,,
compiler,classExtendsInterfaceInModule.ts,,go-diff,,
compiler,classExtendsInterfaceThatExtendsClassWithPrivates1.ts,,go-diff,,
compiler,classExtendsInterface_not.ts,,go-diff,,
compiler,classExtendsMultipleBaseClasses.ts,,go-diff,,
compiler,classExtendsNull.ts,,go-diff,,
compiler,classExtendsNull2.ts,,go-diff,,
compiler,classExtendsNull3.ts,,go-diff,,
compiler,classExtensionNameOutput.ts,,go-pass,,
compiler,classFieldSuperAccessible.ts,,go-pass,,
compiler,classFieldSuperAccessibleJs1.ts,,go-diff,,
compiler,classFieldSuperAccessibleJs2.ts,,go-pass,,
compiler,classFieldSuperNotAccessible.ts,,go-diff,,
compiler,classFieldSuperNotAccessibleJs.ts,,go-diff,,
compiler,classFieldsBrokenConstructorEmitNoCrash1.ts,,go-diff,,
compiler,classFunctionMerging.ts,,go-pass,,
compiler,classFunctionMerging2.ts,,go-pass,,
compiler,classHeritageWithTrailingSeparator.ts,,go-diff,,
compiler,classImplementingInterfaceIndexer.ts,,go-pass,,
compiler,classImplementsClass1.ts,,go-pass,,
compiler,classImplementsClass2.ts,,go-diff,,
compiler,classImplementsClass3.ts,,go-diff,,
compiler,classImplementsClass4.ts,,go-diff,,
compiler,classImplementsClass5.ts,,go-diff,,
compiler,classImplementsClass6.ts,,go-diff,,
compiler,classImplementsClass7.ts,,go-diff,,
compiler,classImplementsImportedInterface.ts,,go-pass,,
compiler,classImplementsMethodWIthTupleArgs.ts,,go-pass,,
compiler,classImplementsPrimitive.ts,,go-diff,,
compiler,classInConvertedLoopES5.ts,target=es5,go-pass,,
compiler,classInConvertedLoopES5.ts,target=es2015,go-pass,,
compiler,classIndexer.ts,,go-pass,,
compiler,classIndexer2.ts,,go-diff,,
compiler,classIndexer3.ts,,go-diff,,
compiler,classIndexer4.ts,,go-diff,,
compiler,classIndexer5.ts,,go-diff,,
compiler,classInheritence.ts,,go-diff,,
compiler,classMemberInitializerScoping.ts,,go-diff,,
compiler,classMemberInitializerScoping2.ts,"target=es2017,usedefineforclassfields=true",go-diff,,
compiler,classMemberInitializerScoping2.ts,"target=es2017,usedefineforclassfields=false",go-diff,,
compiler,classMemberInitializerScoping2.ts,"target=esnext,usedefineforclassfields=true",go-pass,,
compiler,classMemberInitializerScoping2.ts,"target=esnext,usedefineforclassfields=false",go-diff,,
compiler,classMemberInitializerWithLamdaScoping.ts,,go-diff,,
compiler,classMemberInitializerWithLamdaScoping2.ts,,go-diff,,
compiler,classMemberInitializerWithLamdaScoping3.ts,,go-diff,,
