测试用例文件路径,原结果,rust 结果,rust 当前处理方式,配置
_submodules/TypeScript/tests/cases/compiler/commentsTypeParameters.ts,,"commentsTypeParameters.ts(1,8): error TS1005: '{' expected.
commentsTypeParameters.ts(1,10): error TS1068: Unexpected token. A constructor, method, accessor, or property was expected.
commentsTypeParameters.ts(1,12): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(1,23): error TS1068: Unexpected token. A constructor, method, accessor, or property was expected.
commentsTypeParameters.ts(1,27): error TS1005: '(' expected.
commentsTypeParameters.ts(1,27): error TS2304: Cannot find name 'type'.
commentsTypeParameters.ts(1,32): error TS1005: ';' expected.
commentsTypeParameters.ts(1,42): error TS1161: Unterminated regular expression literal.
commentsTypeParameters.ts(2,5): error TS1005: ';' expected.
commentsTypeParameters.ts(2,5): error TS2304: Cannot find name 'method'.
commentsTypeParameters.ts(2,11): error TS1005: ')' expected.
commentsTypeParameters.ts(2,13): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(2,15): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(2,15): error TS2552: Cannot find name 'docComment'. Did you mean 'Comment'?
commentsTypeParameters.ts(2,26): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(2,26): error TS2304: Cannot find name 'of'.
commentsTypeParameters.ts(2,29): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(2,29): error TS2304: Cannot find name 'method'.
commentsTypeParameters.ts(2,41): error TS2300: Duplicate identifier 'parameter'.
commentsTypeParameters.ts(2,51): error TS1005: '=' expected.
commentsTypeParameters.ts(2,51): error TS2304: Cannot find name '*'.
commentsTypeParameters.ts(2,52): error TS1005: ';' expected.
commentsTypeParameters.ts(3,5): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(4,5): error TS1435: Unknown keyword or identifier. Did you mean 'static'?
commentsTypeParameters.ts(4,5): error TS2304: Cannot find name 'static'.
commentsTypeParameters.ts(4,12): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(4,12): error TS2304: Cannot find name 'staticmethod'.
commentsTypeParameters.ts(4,24): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(4,26): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(4,28): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(4,28): error TS2552: Cannot find name 'docComment'. Did you mean 'Comment'?
commentsTypeParameters.ts(4,39): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(4,39): error TS2304: Cannot find name 'of'.
commentsTypeParameters.ts(4,42): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(4,42): error TS2304: Cannot find name 'method'.
commentsTypeParameters.ts(4,54): error TS2300: Duplicate identifier 'parameter'.
commentsTypeParameters.ts(4,64): error TS1005: '=' expected.
commentsTypeParameters.ts(4,64): error TS2304: Cannot find name '*'.
commentsTypeParameters.ts(4,65): error TS1005: ';' expected.
commentsTypeParameters.ts(5,5): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(7,5): error TS1435: Unknown keyword or identifier. Did you mean 'private'?
commentsTypeParameters.ts(7,5): error TS2304: Cannot find name 'private'.
commentsTypeParameters.ts(7,13): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(7,13): error TS2304: Cannot find name 'privatemethod'.
commentsTypeParameters.ts(7,26): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(7,28): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(7,30): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(7,30): error TS2552: Cannot find name 'docComment'. Did you mean 'Comment'?
commentsTypeParameters.ts(7,41): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(7,41): error TS2304: Cannot find name 'of'.
commentsTypeParameters.ts(7,44): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(7,44): error TS2304: Cannot find name 'method'.
commentsTypeParameters.ts(7,56): error TS2300: Duplicate identifier 'parameter'.
commentsTypeParameters.ts(7,66): error TS1005: '=' expected.
commentsTypeParameters.ts(7,66): error TS2304: Cannot find name '*'.
commentsTypeParameters.ts(7,67): error TS1005: ';' expected.
commentsTypeParameters.ts(8,5): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(9,5): error TS1435: Unknown keyword or identifier. Did you mean 'private'?
commentsTypeParameters.ts(9,5): error TS2304: Cannot find name 'private'.
commentsTypeParameters.ts(9,13): error TS1435: Unknown keyword or identifier. Did you mean 'static'?
commentsTypeParameters.ts(9,13): error TS2304: Cannot find name 'static'.
commentsTypeParameters.ts(9,20): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(9,20): error TS2304: Cannot find name 'privatestaticmethod'.
commentsTypeParameters.ts(9,39): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(9,41): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(9,43): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(9,43): error TS2552: Cannot find name 'docComment'. Did you mean 'Comment'?
commentsTypeParameters.ts(9,54): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(9,54): error TS2304: Cannot find name 'of'.
commentsTypeParameters.ts(9,57): error TS1434: Unexpected keyword or identifier.
commentsTypeParameters.ts(9,57): error TS2304: Cannot find name 'method'.
commentsTypeParameters.ts(9,69): error TS2300: Duplicate identifier 'parameter'.
commentsTypeParameters.ts(9,79): error TS1005: '=' expected.
commentsTypeParameters.ts(9,79): error TS2304: Cannot find name '*'.
commentsTypeParameters.ts(9,80): error TS1005: ';' expected.
commentsTypeParameters.ts(10,5): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(11,1): error TS1128: Declaration or statement expected.
commentsTypeParameters.ts(13,10): error TS2391: Function implementation is missing or not immediately following the declaration.
commentsTypeParameters.ts(13,10): error TS7010: 'compare', which lacks return-type annotation, implicitly has an 'any' return type.
commentsTypeParameters.ts(13,17): error TS1005: '(' expected.
commentsTypeParameters.ts(13,19): error TS1138: Parameter declaration expected.
commentsTypeParameters.ts(13,21): error TS7006: Parameter 'type' implicitly has an 'any' type.
commentsTypeParameters.ts(13,25): error TS1005: ',' expected.
commentsTypeParameters.ts(13,26): error TS1138: Parameter declaration expected.
commentsTypeParameters.ts(14,5): error TS1108: A 'return' statement can only be used within a function body.
commentsTypeParameters.ts(14,12): error TS2304: Cannot find name 'a'.
commentsTypeParameters.ts(14,18): error TS2304: Cannot find name 'b'.
commentsTypeParameters.ts(15,1): error TS1128: Declaration or statement expected.
",已修复：scanner `</` 无条件扫成 LessThanSlashToken（tsgo 仅 JSX 变体产出）；现按 languageVariant 条件化,default
_submodules/TypeScript/tests/cases/compiler/commonSourceDir2.ts,"error TS5009: Cannot find the common subdirectory path for the input files.


!!! error TS5009: Cannot find the common subdirectory path for the input files.",,,default
_submodules/TypeScript/tests/cases/compiler/complicatedIndexesOfIntersectionsAreInferencable.ts,,"complicatedIndexesOfIntersectionsAreInferencable.ts(18,15): error TS7006: Parameter 'props' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/compiler/conditionalTypeClassMembers.ts,,"conditionalTypeClassMembers.ts(2,13): error TS7010: 'a', which lacks return-type annotation, implicitly has an 'any' return type.
",,default
_submodules/TypeScript/tests/cases/compiler/conditionalTypeRelaxingConstraintAssignability.ts,,"conditionalTypeRelaxingConstraintAssignability.ts(20,10): error TS2345: Argument of type 'undefined' is not assignable to parameter of type 'C extends string ? string : C'.
conditionalTypeRelaxingConstraintAssignability.ts(21,10): error TS2345: Argument of type 'string' is not assignable to parameter of type 'C extends string ? string : C'.
conditionalTypeRelaxingConstraintAssignability.ts(22,10): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'C extends string ? string : C'.
  Type 'undefined' is not assignable to type 'C extends string ? string : C'.
conditionalTypeRelaxingConstraintAssignability.ts(23,10): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'C extends string ? string : C'.
  Type 'undefined' is not assignable to type 'C extends string ? string : C'.
",,default
_submodules/TypeScript/tests/cases/compiler/conditionalTypesASI.ts,,"conditionalTypesASI.ts(5,10): error TS1003: Identifier expected.
conditionalTypesASI.ts(5,10): error TS2304: Cannot find name '?'.
conditionalTypesASI.ts(5,11): error TS1005: '?' expected.
conditionalTypesASI.ts(5,11): error TS2304: Cannot find name ':'.
conditionalTypesASI.ts(5,13): error TS1005: ':' expected.
",,default
_submodules/TypeScript/tests/cases/compiler/conditionalTypesSimplifyWhenTrivial.ts,,"conditionalTypesSimplifyWhenTrivial.ts(3,14): error TS2322: Type '{ [P in K]: Params[P]; }' is not assignable to type 'Params'.
conditionalTypesSimplifyWhenTrivial.ts(6,9): error TS2322: Type 'T extends never ? never : T' is not assignable to type 'T'.
  'T' could be instantiated with an arbitrary type which could be unrelated to 'T extends never ? never : T'.
conditionalTypesSimplifyWhenTrivial.ts(7,5): error TS2322: Type 'T' is not assignable to type 'T extends never ? never : T'.
conditionalTypesSimplifyWhenTrivial.ts(12,14): error TS2322: Type '{ [P in K]: Params[P]; }' is not assignable to type 'Params'.
conditionalTypesSimplifyWhenTrivial.ts(15,9): error TS2322: Type 'T extends T ? T : never' is not assignable to type 'T'.
  'T' could be instantiated with an arbitrary type which could be unrelated to 'T extends T ? T : never'.
conditionalTypesSimplifyWhenTrivial.ts(16,5): error TS2322: Type 'T' is not assignable to type 'T extends T ? T : never'.
conditionalTypesSimplifyWhenTrivial.ts(27,14): error TS2322: Type '{ [P in K]: Params[P]; }' is not assignable to type 'Params'.
conditionalTypesSimplifyWhenTrivial.ts(30,9): error TS2322: Type 'T extends never ? D : T' is not assignable to type 'T'.
  'T' could be instantiated with an arbitrary type which could be unrelated to 'T extends never ? D : T'.
conditionalTypesSimplifyWhenTrivial.ts(31,5): error TS2322: Type 'T' is not assignable to type 'T extends never ? D : T'.
conditionalTypesSimplifyWhenTrivial.ts(36,14): error TS2322: Type '{ [P in K]: Params[P]; }' is not assignable to type 'Params'.
conditionalTypesSimplifyWhenTrivial.ts(39,9): error TS2322: Type 'T extends T ? T : D' is not assignable to type 'T'.
  'T' could be instantiated with an arbitrary type which could be unrelated to 'T extends T ? T : D'.
conditionalTypesSimplifyWhenTrivial.ts(40,5): error TS2322: Type 'T' is not assignable to type 'T extends T ? T : D'.
conditionalTypesSimplifyWhenTrivial.ts(47,14): error TS2322: Type '{ [P in K]: Params[P]; }' is not assignable to type 'Params'.
conditionalTypesSimplifyWhenTrivial.ts(56,14): error TS2322: Type '{ [P in K]: Params[P]; }' is not assignable to type 'Params'.
",,default
_submodules/TypeScript/tests/cases/compiler/constructorWithParameterPropertiesAndPrivateFields.es2015.ts,,"constructorWithParameterPropertiesAndPrivateFields.es2015.ts(4,12): error TS2564: Property '#privateField' has no initializer and is not definitely assigned in the constructor.
constructorWithParameterPropertiesAndPrivateFields.es2015.ts(17,12): error TS2564: Property '#privateField' has no initializer and is not definitely assigned in the constructor.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualComputedNonBindablePropertyType.ts,,"contextualComputedNonBindablePropertyType.ts(34,3): error TS2353: Object literal may only specify known properties, and '[propSelector('bar')]' does not exist in type '{ foo: (arg: number) => ""expects a string literal""; baz: (arg: number) => boolean; bar: (arg: number) => number; }'.
contextualComputedNonBindablePropertyType.ts(34,27): error TS7006: Parameter 'arg' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualExpressionTypecheckingDoesntBlowStack.ts,,"contextualExpressionTypecheckingDoesntBlowStack.ts(16,26): error TS2531: Object is possibly 'null'.
",,target=es2015
_submodules/TypeScript/tests/cases/compiler/contextualOuterTypeParameters.ts,,"contextualOuterTypeParameters.ts(21,7): error TS7006: Parameter 't' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualOverloadListFromArrayUnion.ts,,"three.ts(31,18): error TS2345: Argument of type '(error: null, result: T[]) => void' is not assignable to parameter of type 'Callback<T>'.
  Types of parameters 'error' and 'error' are incompatible.
    Type 'Error' is not assignable to type 'null'.
three.ts(37,34): error TS2345: Argument of type 'T[]' is not assignable to parameter of type 'T'.
  'T' could be instantiated with an arbitrary type which could be unrelated to 'T[]'.
three.ts(47,37): error TS2769: No overload matches this call.
  Overload 1 of 2, '(error: null, result: T[]): unknown', gave the following error.
    Argument of type 'number' is not assignable to parameter of type 'T[]'.
  Overload 2 of 2, '(error: Error, result: null): unknown', gave the following error.
    Argument of type 'null' is not assignable to parameter of type 'Error'.
three.ts(48,37): error TS2769: No overload matches this call.
  Overload 1 of 2, '(error: null, result: T[]): unknown', gave the following error.
    Argument of type 'number' is not assignable to parameter of type 'T[]'.
  Overload 2 of 2, '(error: Error, result: null): unknown', gave the following error.
    Argument of type 'null' is not assignable to parameter of type 'Error'.
three.ts(49,37): error TS2769: No overload matches this call.
  Overload 1 of 2, '(error: null, result: T[]): unknown', gave the following error.
    Argument of type 'number' is not assignable to parameter of type 'T[]'.
  Overload 2 of 2, '(error: Error, result: null): unknown', gave the following error.
    Argument of type 'null' is not assignable to parameter of type 'Error'.
three.ts(50,4): error TS2345: Argument of type '(error: null, results: T[]) => void' is not assignable to parameter of type 'Callback<unknown[]>'.
  Types of parameters 'error' and 'error' are incompatible.
    Type 'Error' is not assignable to type 'null'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualParamTypeVsNestedReturnTypeInference2.ts,,"contextualParamTypeVsNestedReturnTypeInference2.ts(80,3): error TS2345: Argument of type 'typeof Foo' is not assignable to parameter of type 'Tag<unknown, unknown>'.
  Type 'typeof Foo' is missing the following properties from type 'Tag<unknown, unknown>': _op, Service, Identifier
contextualParamTypeVsNestedReturnTypeInference2.ts(81,13): error TS2345: Argument of type '() => { fn: (args: Array<any>) => Effect<unknown, never, never>; }' is not assignable to parameter of type '() => Generator<Effect<any, any, any>, unknown, never>'.
  Type '{ fn: (args: Array<any>) => Effect<unknown, never, never>; }' is not assignable to type 'Generator<Effect<any, any, any>, unknown, never>'.
    Type '{ fn: (args: Array<any>) => Effect<unknown, never, never>; }' is missing the following properties from type 'Generator<Effect<any, any, any>, unknown, never>': next, return, throw, [Symbol.iterator], and 13 more.
contextualParamTypeVsNestedReturnTypeInference2.ts(83,20): error TS2345: Argument of type '(a: Array<any>) => void' is not assignable to parameter of type '(args: Array<any>) => Generator<Effect<any, any, any>, unknown, never>'.
  Type 'void' is not assignable to type 'Generator<Effect<any, any, any>, unknown, never>'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualParamTypeVsNestedReturnTypeInference3.ts,,"contextualParamTypeVsNestedReturnTypeInference3.ts(64,3): error TS2345: Argument of type 'typeof Foo' is not assignable to parameter of type 'Tag<unknown, unknown>'.
  Type 'typeof Foo' is missing the following properties from type 'Tag<unknown, unknown>': _op, Service, Identifier
contextualParamTypeVsNestedReturnTypeInference3.ts(65,13): error TS2345: Argument of type '() => { fn: (args: Array<any>) => Effect<unknown, never, never>; }' is not assignable to parameter of type '() => Generator<Effect<any, any, any>, unknown, never>'.
  Type '{ fn: (args: Array<any>) => Effect<unknown, never, never>; }' is not assignable to type 'Generator<Effect<any, any, any>, unknown, never>'.
    Type '{ fn: (args: Array<any>) => Effect<unknown, never, never>; }' is missing the following properties from type 'Generator<Effect<any, any, any>, unknown, never>': next, return, throw, [Symbol.iterator], and 13 more.
contextualParamTypeVsNestedReturnTypeInference3.ts(67,20): error TS2345: Argument of type '(a: Array<any>) => void' is not assignable to parameter of type '(args: Array<any>) => Generator<Effect<any, any, any>, unknown, never>'.
  Type 'void' is not assignable to type 'Generator<Effect<any, any, any>, unknown, never>'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualParamTypeVsNestedReturnTypeInference4.ts,,"contextualParamTypeVsNestedReturnTypeInference4.ts(50,3): error TS2345: Argument of type 'typeof Foo' is not assignable to parameter of type 'Tag<unknown, unknown>'.
  Type 'typeof Foo' is missing the following properties from type 'Tag<unknown, unknown>': _op, Service, Identifier
contextualParamTypeVsNestedReturnTypeInference4.ts(51,13): error TS2345: Argument of type '() => { fn: (args: Array<any>) => Effect<unknown, unknown, unknown>; }' is not assignable to parameter of type '() => Generator<Effect<unknown, unknown, unknown>, unknown, never>'.
  Type '{ fn: (args: Array<any>) => Effect<unknown, unknown, unknown>; }' is not assignable to type 'Generator<Effect<unknown, unknown, unknown>, unknown, never>'.
    Type '{ fn: (args: Array<any>) => Effect<unknown, unknown, unknown>; }' is missing the following properties from type 'Generator<Effect<unknown, unknown, unknown>, unknown, never>': next, return, throw, [Symbol.iterator], and 13 more.
contextualParamTypeVsNestedReturnTypeInference4.ts(53,20): error TS2345: Argument of type '(a: Array<any>) => void' is not assignable to parameter of type '(args: Array<any>) => Generator<Effect<unknown, unknown, unknown>, unknown, never>'.
  Type 'void' is not assignable to type 'Generator<Effect<unknown, unknown, unknown>, unknown, never>'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualParameterAndSelfReferentialConstraint1.ts,,"contextualParameterAndSelfReferentialConstraint1.ts(25,10): error TS2345: Argument of type '{ until: (x: A) => A; }' is not assignable to parameter of type 'RepeatOptions<A> & { [K in Exclude<keyof U, keyof T>]: never; }'.
  Types of property 'until' are incompatible.
    Type '(x: A) => A' is not assignable to type '((_: A) => boolean) | undefined'.
      Type '(x: A) => A' is not assignable to type '(_: A) => boolean'.
        Type 'A' is not assignable to type 'boolean'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualPropertyOfGenericMappedType.ts,,"contextualPropertyOfGenericMappedType.ts(4,23): error TS7006: Parameter 'value' implicitly has an 'any' type.
contextualPropertyOfGenericMappedType.ts(4,30): error TS7006: Parameter 'key' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualReturnTypeOfIIFE3.ts,,"contextualReturnTypeOfIIFE3.ts(10,20): error TS7006: Parameter 'arg' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualSignatureInstantiation1.ts,,"contextualSignatureInstantiation1.ts(3,15): error TS2345: Argument of type '<K>(x: string, y: K | undefined) => any' is not assignable to parameter of type '(x: unknown) => any'.
  Types of parameters 'x' and 'x' are incompatible.
    Type 'unknown' is not assignable to type 'string'.
contextualSignatureInstantiation1.ts(7,17): error TS2345: Argument of type '<K>(x: string, y: K | undefined) => any' is not assignable to parameter of type '(x: { length: number; }) => any'.
  Types of parameters 'x' and 'x' are incompatible.
    Type '{ length: number; }' is not assignable to type 'string'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualSignatureInstantiation3.ts,,"contextualSignatureInstantiation3.ts(21,17): error TS2345: Argument of type '<T>(x: T) => T[]' is not assignable to parameter of type '(value: number, index: number, array: number[]) => T[]'.
  Type 'number[]' is not assignable to type 'T[]'.
contextualSignatureInstantiation3.ts(22,18): error TS2345: Argument of type '<T>(x: T) => T[]' is not assignable to parameter of type '(x: number) => T[]'.
  Type 'number[]' is not assignable to type 'T[]'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualTypeAppliedToVarArgs.ts,,"contextualTypeAppliedToVarArgs.ts(9,42): error TS7006: Parameter 'args2' implicitly has an 'any' type.
contextualTypeAppliedToVarArgs.ts(11,28): error TS2339: Property 'node' does not exist on type 'any[]'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualTypeBasedOnIntersectionWithAnyInTheMix1.ts,,"contextualTypeBasedOnIntersectionWithAnyInTheMix1.ts(33,36): error TS2345: Argument of type '(props: BaseProps) => null' is not assignable to parameter of type '(p: P) => any'.
  Types of parameters 'props' and 'p' are incompatible.
    Type 'P' is not assignable to type 'BaseProps'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualTypeBasedOnIntersectionWithAnyInTheMix2.ts,,"contextualTypeBasedOnIntersectionWithAnyInTheMix2.ts(28,7): error TS7006: Parameter 'props' implicitly has an 'any' type.
contextualTypeBasedOnIntersectionWithAnyInTheMix2.ts(31,9): error TS7006: Parameter 'props' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualTypeBasedOnIntersectionWithAnyInTheMix3.ts,,"contextualTypeBasedOnIntersectionWithAnyInTheMix3.ts(10,22): error TS2345: Argument of type '{ num: number[]; str: string[]; bool: boolean[]; }' is not assignable to parameter of type '{ str: (""a"" | ""b"" | ""c"")[]; num: (1 | 2 | 3)[]; } & { [k: string]: any[]; }'.
  Types of property 'str' are incompatible.
    Type 'string[]' is not assignable to type '(""a"" | ""b"" | ""c"")[]'.
contextualTypeBasedOnIntersectionWithAnyInTheMix3.ts(24,7): error TS2322: Type 'number[]' is not assignable to type 'any[] & 1[]'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualTypeCaching.ts,,"contextualTypeCaching.ts(18,16): error TS7006: Parameter 'r' implicitly has an 'any' type.
contextualTypeCaching.ts(20,26): error TS7006: Parameter 'r' implicitly has an 'any' type.
contextualTypeCaching.ts(43,15): error TS7006: Parameter 'compiler' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualTypeOfIndexedAccessParameter.ts,,"contextualTypeOfIndexedAccessParameter.ts(8,9): error TS7006: Parameter 'p' implicitly has an 'any' type.
contextualTypeOfIndexedAccessParameter.ts(13,5): error TS2322: Type 'string' is not assignable to type '{ a: string; } & { b: string; }[K]'.
",,default
_submodules/TypeScript/tests/cases/compiler/contextualTypeOnYield1.ts,,"contextualTypeOnYield1.ts(3,7): error TS2322: Type '() => void' is not assignable to type '() => number | Generator<(arg: number) => void, any, void>'.
  Type 'void' is not assignable to type 'number | Generator<(arg: number) => void, any, void>'.
contextualTypeOnYield1.ts(4,10): error TS7006: Parameter 'num' implicitly has an 'any' type.
",,default
