norm_name,go_func,go_recv,go_file,rust_func,rust_file,rust_impl,match_type,score,aligned,marked_round,note
add_private_identifier_get_accessor_to_environment,addPrivateIdentifierGetAccessorToEnvironment,classFieldsTransformer,tsc/internal/transformers/estransforms/classfields.go:3002,,,,go_only,0.0,,,
add_private_identifier_method_to_environment,addPrivateIdentifierMethodToEnvironment,classFieldsTransformer,tsc/internal/transformers/estransforms/classfields.go:2981,,,,go_only,0.0,,,
add_private_identifier_property_declaration_to_environment,addPrivateIdentifierPropertyDeclarationToEnvironment,classFieldsTransformer,tsc/internal/transformers/estransforms/classfields.go:2940,,,,go_only,0.0,,,
add_private_identifier_set_accessor_to_environment,addPrivateIdentifierSetAccessorToEnvironment,classFieldsTransformer,tsc/internal/transformers/estransforms/classfields.go:3029,,,,go_only,0.0,,,
add_private_identifier_to_environment,addPrivateIdentifierToEnvironment,classFieldsTransformer,tsc/internal/transformers/estransforms/classfields.go:3081,,,,go_only,0.0,,,
add_processing_diagnostic,addProcessingDiagnostic,includeProcessor,tsc/internal/compiler/includeprocessor.go:59,,,,go_only,0.0,,,
add_processing_diagnostics_for_file_casing,addProcessingDiagnosticsForFileCasing,includeProcessor,tsc/internal/compiler/includeprocessor.go:63,,,,go_only,0.0,,,
add_project_reference_output_mappings,addProjectReferenceOutputMappings,,tsc/internal/ls/autoimport/util.go:183,add_project_reference_output_mappings,tsox-lsp/src/ls/autoimport_util.rs:75,,exact,1.0,,,
add_project_reference_tasks,addProjectReferenceTasks,fileLoader,tsc/internal/compiler/fileloader.go:326,,,,go_only,0.0,,,
add_property_declaration_member,,,,add_property_declaration_member,tsox-checker/src/checker/typenode_references_interface_members_properties.rs:137,Checker,rust_only,0.0,,,
add_property_or_class_static_block_statements,addPropertyOrClassStaticBlockStatements,classFieldsTransformer,tsc/internal/transformers/estransforms/classfields.go:2637,,,,go_only,0.0,,,
add_property_signature_member,,,,add_property_signature_member,tsox-checker/src/checker/typenode_references_interface_members_properties.rs:6,Checker,rust_only,0.0,,,
add_property_to_element_list,addPropertyToElementList,NodeBuilderImpl,tsc/internal/checker/nodebuilderimpl.go:2571,,,,go_only,0.0,,,
add_reference,addReference,refState,tsc/internal/ls/findallreferences.go:2013,,,,go_only,0.0,,,
add_referenced_file_from_file_name,addReferencedFileFromFileName,,tsc/internal/execute/incremental/programtosnapshot.go:282,,,,go_only,0.0,,,
add_referenced_files_from_import_literal,addReferencedFilesFromImportLiteral,,tsc/internal/execute/incremental/programtosnapshot.go:276,,,,go_only,0.0,,,
add_referenced_files_from_symbol,addReferencedFilesFromSymbol,,tsc/internal/execute/incremental/programtosnapshot.go:260,,,,go_only,0.0,,,
add_region_outlining_spans,addRegionOutliningSpans,LanguageService,tsc/internal/ls/folding.go:160,add_region_outlining_spans,tsox-lsp/src/ls/folding.rs:49,LanguageService,exact,1.0,,,
add_related_info,AddRelatedInfo,Diagnostic,tsc/internal/ast/diagnostic.go:105,,,,go_only,0.0,,,
add_result_to_baseline,addResultToBaseline,FourslashTest,tsc/internal/fourslash/baselineutil.go:49,,,,go_only,0.0,,,
add_root_file_task,addRootFileTask,fileLoader,tsc/internal/compiler/fileloader.go:230,,,,go_only,0.0,,,
add_root_package_json,addRootPackageJSON,fileMapBuilder,tsc/internal/testutil/autoimporttestutil/fixtures.go:517,,,,go_only,0.0,,,
add_root_task,addRootTask,fileLoader,tsc/internal/compiler/fileloader.go:219,,,,go_only,0.0,,,
add_rule,addRule,,tsc/internal/format/rulesmap.go:114,,,,go_only,0.0,,,
add_run,addRun,displayPartsWriter,tsc/internal/ls/displaypartswriter.go:30,add_run,tsox-lsp/src/ls/display_parts_writer.rs:48,DisplayPartsWriter,exact,1.0,,,
add_set_accessor_member,,,,add_set_accessor_member,tsox-checker/src/checker/typenode_references_interface_members_accessors.rs:173,Checker,rust_only,0.0,,,
add_source,AddSource,Generator,tsc/internal/sourcemap/generator.go:78,add_source,tsox-emit/src/sourcemap/generator.rs:78;tsox-emit/src/sourcemap/tests.rs:40,Generator,exact,1.0,,,
add_source_mapping,AddSourceMapping,Generator,tsc/internal/sourcemap/generator.go:275,add_source_mapping,tsox-emit/src/sourcemap/mappings.rs:175;tsox-emit/src/sourcemap/tests.rs:163,Generator,exact,1.0,,,
add_source_mapping_generated_character_cannot_be_negative,,,,add_source_mapping_generated_character_cannot_be_negative,tsox-emit/src/sourcemap/tests.rs:270,,rust_only,0.0,,,
add_source_mapping_generated_line_cannot_backtrack,,,,add_source_mapping_generated_line_cannot_backtrack,tsox-emit/src/sourcemap/tests.rs:259,,rust_only,0.0,,,
add_source_mapping_next_generated_and_source_character,,,,add_source_mapping_next_generated_and_source_character,tsox-emit/src/sourcemap/tests.rs:182,,rust_only,0.0,,,
add_source_mapping_next_generated_character,,,,add_source_mapping_next_generated_character,tsox-emit/src/sourcemap/tests.rs:172,,rust_only,0.0,,,
add_source_mapping_next_generated_line,,,,add_source_mapping_next_generated_line,tsox-emit/src/sourcemap/tests.rs:192,,rust_only,0.0,,,
add_source_mapping_previous_source_character,,,,add_source_mapping_previous_source_character,tsox-emit/src/sourcemap/tests.rs:202,,rust_only,0.0,,,
add_source_mapping_source_character_cannot_be_negative,,,,add_source_mapping_source_character_cannot_be_negative,tsox-emit/src/sourcemap/tests.rs:304,,rust_only,0.0,,,
add_source_mapping_source_index_is_out_of_range,,,,add_source_mapping_source_index_is_out_of_range,tsox-emit/src/sourcemap/tests.rs:281,,rust_only,0.0,,,
add_source_mapping_source_line_cannot_be_negative,,,,add_source_mapping_source_line_cannot_be_negative,tsox-emit/src/sourcemap/tests.rs:294,,rust_only,0.0,,,
add_sub_task,addSubTask,parseTask,tsc/internal/compiler/filesparser.go:216,,,,go_only,0.0,,,
add_suggestion_diagnostic,addSuggestionDiagnostic,Checker,tsc/internal/checker/checker.go:14210,,,,go_only,0.0,,,
add_symbol_to_existing_import,addSymbolToExistingImport,isolatedDeclarationsFixer,tsc/internal/ls/codeactions_fixmissingtypeannotation.go:1380,,,,go_only,0.0,,,
add_symbol_type_to_context,addSymbolTypeToContext,NodeBuilderImpl,tsc/internal/checker/nodebuilderscopes.go:40,,,,go_only,0.0,,,
add_symlink,AddSymlink,fileMapBuilder,tsc/internal/testutil/autoimporttestutil/fixtures.go:398,read_symlink,tsox-tsoptions/src/vfs/in_memory.rs:128,InMemoryFS,fuzzy,0.87,,,
add_symlink,AddSymlink,MapFS,tsc/internal/vfs/vfstest/vfstest.go:502,,,,go_only,0.0,,,
add_synthetic_leading_comment,AddSyntheticLeadingComment,EmitContext,tsc/internal/printer/emitcontext.go:1018,,,,go_only,0.0,,,
add_synthetic_trailing_comment,AddSyntheticTrailingComment,EmitContext,tsc/internal/printer/emitcontext.go:1035,,,,go_only,0.0,,,
add_text_file,AddTextFile,fileMapBuilder,tsc/internal/testutil/autoimporttestutil/fixtures.go:391,,,,go_only,0.0,,,
add_to_container_chain,addToContainerChain,Binder,tsc/internal/binder/binder.go:2535,,,,go_only,0.0,,,
add_to_dotted_name,addToDottedName,,tsc/internal/checker/relater.go:4910,,,,go_only,0.0,,,
add_to_existing_import,addToExistingImport,,tsc/internal/ls/autoimport/fix.go:198,,,,go_only,0.0,,,
add_transformed_reparse,addTransformedReparse,Parser,tsc/internal/parser/reparser.go:34,,,,go_only,0.0,,,
add_type_annotation,addTypeAnnotation,isolatedDeclarationsFixer,tsc/internal/ls/codeactions_fixmissingtypeannotation.go:229,jsdoc_type_annotation,tsox-checker/src/checker/inference_checker_11.rs:424,Checker,fuzzy,0.85,,,
add_type_hints,addTypeHints,inlayHintState,tsc/internal/ls/inlay_hints.go:342,,,,go_only,0.0,,,
add_type_only_declaration_related_info,addTypeOnlyDeclarationRelatedInfo,Checker,tsc/internal/checker/checker.go:2209,,,,go_only,0.0,,,
add_type_to_intersection,addTypeToIntersection,Checker,tsc/internal/checker/checker.go:26609,,,,go_only,0.0,,,
add_type_to_signature_declaration,addTypeToSignatureDeclaration,isolatedDeclarationsFixer,tsc/internal/ls/codeactions_fixmissingtypeannotation.go:574,,,,go_only,0.0,,,
add_type_to_variable_like,addTypeToVariableLike,isolatedDeclarationsFixer,tsc/internal/ls/codeactions_fixmissingtypeannotation.go:1259,,,,go_only,0.0,,,
add_types_to_intersection,addTypesToIntersection,Checker,tsc/internal/checker/checker.go:26602,,,,go_only,0.0,,,
add_types_to_union,addTypesToUnion,Checker,tsc/internal/checker/checker.go:26112,,,,go_only,0.0,,,
add_typing_names_and_get_files_to_watch,addTypingNamesAndGetFilesToWatch,,tsc/internal/project/ata/discovertypings.go:163,,,,go_only,0.0,,,
add_undefined_if_definitely_required,addUndefinedIfDefinitelyRequired,,tsc/internal/pseudochecker/lookup.go:619,,,,go_only,0.0,,,
add_undefined_to_globals_or_error_on_redeclaration,addUndefinedToGlobalsOrErrorOnRedeclaration,Checker,tsc/internal/checker/checker.go:1493,add_undefined_to_globals_or_error_on_redeclaration,tsox-checker/src/checker/checker_impl_chunk_checker_2.rs:219,Checker,exact,1.0,,,
add_unique_export,addUniqueExport,externalModuleInfoCollector,tsc/internal/transformers/moduletransforms/externalmoduleinfo.go:167,,,,go_only,0.0,,,
add_utf8_byte_order_mark,AddUTF8ByteOrderMark,,tsc/internal/stringutil/util.go:215,,,,go_only,0.0,,,
add_value,addValue,caseClauseTrackerState,tsc/internal/ls/utilities.go:1049,,,,go_only,0.0,,,
add_var_for_declaration,addVarForDeclaration,RuntimeSyntaxTransformer,tsc/internal/transformers/tstransforms/runtimesyntax.go:241,,,,go_only,0.0,,,
add_variable_declaration,AddVariableDeclaration,EmitContext,tsc/internal/printer/emitcontext.go:164,,,,go_only,0.0,,,
add_watch_dir,addWatchDir,Orchestrator,tsc/internal/execute/build/orchestrator.go:572,,,,go_only,0.0,,,
adjust_folding_end,adjustFoldingEnd,LanguageService,tsc/internal/ls/folding.go:86,,,,go_only,0.0,,,
adopt_snapshot_change,adoptSnapshotChange,Session,tsc/internal/project/session.go:1397,,,,go_only,0.0,,,
adopt_snapshot_change_in_background,adoptSnapshotChangeInBackground,Session,tsc/internal/project/session.go:1384,,,,go_only,0.0,,,
advance,advance,formattingScanner,tsc/internal/format/scanner.go:65,advance,tsox-frontend/src/format/scanner.rs:92,FormattingScanner,exact,1.0,,,
advance_indentation_column,advanceIndentationColumn,,tsc/internal/ls/change/tracker.go:822,advance_indentation_column,tsox-lsp/src/ls/change_tracker_helpers.rs:34,,exact,1.0,,,
advance_seq_locked,advanceSeqLocked,eventList,tsc/internal/fswatch/event.go:249,,,,go_only,0.0,,,
affects_global_scope,AffectsGlobalScope,FileInfo,tsc/internal/execute/incremental/snapshot.go:29,,,,go_only,0.0,,,
affects_subtree,affectsSubtree,forawaitTransformer,tsc/internal/transformers/estransforms/forawait.go:72,,,,go_only,0.0,,,
aggregate,Aggregate,Statistics,tsc/internal/execute/tsc/statistics.go:155,,,,go_only,0.0,,,
aggregate_all_break_and_continue_statements,aggregateAllBreakAndContinueStatements,,tsc/internal/ls/documenthighlights.go:562,,,,go_only,0.0,,,
aggregate_owned_throw_statements,aggregateOwnedThrowStatements,,tsc/internal/ls/documenthighlights.go:411,,,,go_only,0.0,,,
aggregate_synthesized_diagnostics,aggregateSynthesizedDiagnostics,,tsc/internal/ls/diagnostics.go:97,,,,go_only,0.0,,,
alias,Alias,Type,tsc/internal/checker/types.go:797,,,,go_only,0.0,,,
alias_chain_hits_meaning,,,,alias_chain_hits_meaning,tsox-checker/src/checker/checker_resolve_checker.rs:123,Checker,rust_only,0.0,,,
alias_declaration_spaces,,,,alias_declaration_spaces,tsox-checker/src/checker/checker_merged_declaration_exports.rs:193,Checker,rust_only,0.0,,,
alias_for_virtual_span,AliasForVirtualSpan,SpanMap,tsc/internal/spanmap/spanmap.go:364,,,,go_only,0.0,,,
alias_marking_visitor_worker,aliasMarkingVisitorWorker,EmitResolver,tsc/internal/checker/emitresolver.go:260,alias_marking_visitor,tsox-checker/src/checker/emitresolver_checker.rs:182;tsox-checker/src/checker/emitresolver_checker_3.rs:187,Checker,fuzzy,0.857,,,
alias_missing_default_type_arguments,,,,alias_missing_default_type_arguments,tsox-checker/src/checker/typenode_references_checker_3.rs:74,Checker,rust_only,0.0,,,
alias_name_of_namespace_in_file,,,,alias_name_of_namespace_in_file,tsox-checker/src/checker/nodebuilder_checker_9.rs:499,Checker,rust_only,0.0,,,
alias_symbol,AliasSymbol,tracedTypeAdapter,tsc/internal/checker/tracer.go:97,,,,go_only,0.0,,,
alias_type_arguments,AliasTypeArguments,tracedTypeAdapter,tsc/internal/checker/tracer.go:104,,,,go_only,0.0,,,
align_up,alignUp,,tsc/internal/fswatch/walkdir_dirent_noreclen.go:20,,,,go_only,0.0,,,
all_declarations_in_same_source_file,allDeclarationsInSameSourceFile,,tsc/internal/checker/utilities.go:1594,all_declarations_in_same_source_file,tsox-checker/src/checker/utilities_has_only_expression_initialization.rs:108,,exact,1.0,,,
all_flag_prints_help,,,,all_flag_prints_help,tsox-execute/src/execute/tests.rs:1122,EnvTestSystem,rust_only,0.0,,,
all_keys_start_with_dot,allKeysStartWithDot,,tsc/internal/modulespecifiers/util.go:350,all_keys_start_with_dot,tsox-tsoptions/src/modulespecifiers/paths.rs:135,,exact,1.0,,,
all_tokens,,,,all_tokens,tsox-frontend/src/format/rules.rs:12,,rust_only,0.0,,,
all_types_assignable_to_kind,allTypesAssignableToKind,Checker,tsc/internal/checker/checker.go:27979,,,,go_only,0.0,,,
all_types_assignable_to_kind_ex,allTypesAssignableToKindEx,Checker,tsc/internal/checker/checker.go:27983,,,,go_only,0.0,,,
all_watchers,AllWatchers,,tsc/internal/fswatch/watcher.go:192,,,,go_only,0.0,,,
alloc,,,,alloc,tsox-core/src/core/arena.rs:22,Arena,rust_only,0.0,,,
alloc_node_slice,allocNodeSlice,astDecoder,tsc/internal/api/encoder/decoder.go:100,,,,go_only,0.0,,,
alloc_single,,,,alloc_single,tsox-core/src/core/arena_tests.rs:4,,rust_only,0.0,,,
alloc_slice,,,,alloc_slice,tsox-core/src/core/arena.rs:26;tsox-core/src/core/arena_tests.rs:11,Arena,rust_only,0.0,,,
alloc_slice1,,,,alloc_slice1,tsox-core/src/core/arena.rs:44,Arena,rust_only,0.0,,,
alloc_slice_default,,,,alloc_slice_default,tsox-core/src/core/arena.rs:30,Arena,rust_only,0.0,,,
allow_duplicate_names,AllowDuplicateNames,,tsc/internal/json/json.go:69,,,,go_only,0.0,,,
allow_importing_ts_extensions_from,AllowImportingTsExtensionsFrom,CompilerOptions,tsc/internal/core/compileroptions.go:262,allow_importing_ts_extensions_from,tsox-core/src/core/compiler_options_resolve.rs:73,CompilerOptions,exact,1.0,,,
allow_in,,,,allow_in,tsox-frontend/src/parser/impl_chunk_parser.rs:42,Parser,rust_only,0.0,,,
allows_async_iterables,,,,allows_async_iterables,tsox-checker/src/checker/checker_iteration.rs:29,IterationUse,rust_only,0.0,,,
allows_string_input,,,,allows_string_input,tsox-checker/src/checker/checker_iteration.rs:38,IterationUse,rust_only,0.0,,,
already_used_literals_in_union,,,,already_used_literals_in_union,tsox-lsp/src/ls/string_completions.rs:504,,rust_only,0.0,,,
alternate_mode,AlternateMode,commandLineParser,tsc/internal/tsoptions/commandlineparser.go:16,,,,go_only,0.0,,,
ambient_ancestor,,,,ambient_ancestor,tsox-checker/src/checker/checker_suggestions_resolve_checker_2.rs:345,Checker,rust_only,0.0,,,
ambient_declarations_exempt_from_reserved_names,,,,ambient_declarations_exempt_from_reserved_names,tsox/src/convergence_tests/checker_node_format_tests.rs:769,,rust_only,0.0,,,
ambient_module_exists,,,,ambient_module_exists,tsox-compile/src/compiler/impl_chunk.rs:151,Program,rust_only,0.0,,,
ambient_module_name,AmbientModuleName,Export,tsc/internal/ls/autoimport/export.go:86,ambient_module_name,tsox-lsp/src/ls/autoimport_export.rs:113,Export,exact,1.0,,,
ambient_namespace_local,,,,ambient_namespace_local,tsox-checker/src/checker/checker_suggestions_resolve_checker_3.rs:48,Checker,rust_only,0.0,,,
ambient_namespace_locals_visible,,,,ambient_namespace_locals_visible,tsox-checker/src/checker/checker_suggestions_resolve_checker_3.rs:33,Checker,rust_only,0.0,,,
ancestor_callback,ancestorCallback,watch,tsc/internal/lsp/lspwatcher/lspwatcher.go:372,,,,go_only,0.0,,,
ancestor_of_kind,,,,ancestor_of_kind,tsox-checker/src/checker/alias_import_context.rs:34;tsox-checker/src/checker/checker_contextual_checker_4.rs:207,Checker,rust_only,0.0,,,
ancestry_legacy_lookup,,,,ancestry_legacy_lookup,tsox-checker/src/checker/checker_resolve_checker_walk_legacy.rs:7,Checker,rust_only,0.0,,,
ancestry_lookup,,,,ancestry_lookup,tsox-checker/src/checker/checker_resolve_checker_walk_ancestry.rs:9,Checker,rust_only,0.0,,,
anchor_node,,,,anchor_node,tsox-checker/src/checker/flow_flow_max_depth.rs:18,FlowRef,rust_only,0.0,,,
and,,,,and,tsox-checker/src/checker/types_impl_chunk.rs:15,Ternary,rust_only,0.0,,,
annotate_content_with_tooltips,annotateContentWithTooltips,,tsc/internal/fourslash/baselineutil.go:668,,,,go_only,0.0,,,
annotated_decl_type_text,,,,annotated_decl_type_text,tsox-checker/src/checker/nodebuilder_checker_12.rs:2265,Checker,rust_only,0.0,,,
annotated_param_type_text,,,,annotated_param_type_text,tsox-checker/src/checker/nodebuilder_checker_12.rs:2172,Checker,rust_only,0.0,,,
anonymous_symbol_display_name,,,,anonymous_symbol_display_name,tsox-checker/src/checker/nodebuilder_checker_12.rs:2477,Checker,rust_only,0.0,,,
antecedent_type_at,,,,antecedent_type_at,tsox-checker/src/checker/flow_impl_chunk_checker_2.rs:184,Checker,rust_only,0.0,,,
any_base_is_not_degradation,,,,any_base_is_not_degradation,tsox/src/convergence_tests/checker_convergence_tests.rs:57,,rust_only,0.0,,,
any_dependency_provided,anyDependencyProvided,,tsc/internal/tsoptions/showconfig.go:352,,,,go_only,0.0,,,
any_to_string,AnyToString,,tsc/internal/evaluator/evaluator.go:142,,,,go_only,0.0,,,
any_token,,,,any_token,tsox-frontend/src/format/rules.rs:26,,rust_only,0.0,,,
any_token_except,,,,any_token_except,tsox-frontend/src/format/rules.rs:30,,rust_only,0.0,,,
any_token_including_eof,,,,any_token_including_eof,tsox-frontend/src/format/rules.rs:151,,rust_only,0.0,,,
any_token_including_multiline_comments,,,,any_token_including_multiline_comments,tsox-frontend/src/format/rules.rs:145,,rust_only,0.0,,,
any_type,,,,any_type,tsox-checker/src/checker/checker_impl_chunk_checker_3.rs:6,Checker,rust_only,0.0,,,
api_create_program,APICreateProgram,Session,tsc/internal/project/api.go:75,,,,go_only,0.0,,,
api_update,APIUpdate,Session,tsc/internal/project/api.go:20,api_update,tsox-lsp/src/project/api.rs:8,Session,exact,1.0,,,
api_update_temporary,APIUpdateTemporary,Session,tsc/internal/project/api.go:42,,,,go_only,0.0,,,
