key,seconds
compiler/importHelpersInAmbientContext.ts,2.50
compiler/importHelpersInIsolatedModules.ts,4.01
compiler/importHelpersNoEmitHelpersExportDefault.ts,0.10
compiler/importHelpersWithExportStarAs.ts,20.93
compiler/importHelpersWithImportOrExportDefault.ts,16.42
compiler/importHelpersWithImportStarAs.ts,18.72
compiler/importHelpersWithLocalCollisions.ts,7.42
compiler/importNonExportedMember11.ts,0.10
compiler/importNonExportedMember12.ts,0.10
compiler/importNonExportedMember9.ts,0.10
compiler/importTypeAssertionDeprecationIgnored.ts,0.10
compiler/importTypeResolutionJSDocEOF.ts,0.10
compiler/indexTypeNoSubstitutionTemplateLiteral.ts,4.00
compiler/inferentialTypingWithFunctionTypeSyntacticScenarios.ts,0.10
compiler/inferredFunctionReturnTypeIsEmptyType.ts,0.01
compiler/inheritanceStaticPropertyOverridingAccessor.ts,0.10
compiler/initializePropertiesWithRenamedLet.ts,2.60
compiler/inlineSourceMap.ts,4.30
compiler/instanceofOperator.ts,0.10
compiler/intersectionsOfLargeUnions.ts,30.14
compiler/intersectionsOfLargeUnions2.ts,30.12
compiler/invalidJsdocType.ts,0.10
compiler/invalidUnicodeEscapeSequance.ts,16.12
compiler/invalidUnicodeEscapeSequance2.ts,14.72
compiler/invalidUnicodeEscapeSequance3.ts,13.34
compiler/invalidUnicodeEscapeSequance4.ts,18.22
compiler/isolatedDeclarationErrorsExpandoFunctions.ts,7.71
compiler/isolatedDeclarationsAllowJs.ts,0.10
compiler/isolatedDeclarationsStrictBuiltinIteratorReturn.ts,23.86
compiler/isolatedModulesPlainFile-CommonJS.ts,3.81
compiler/isolatedModules_resolveJsonModule.ts,0.10
compiler/isolatedModules_resolveJsonModule_strict_outDir_commonJs.ts,0.10
compiler/javascriptCommonjsModule.ts,0.10
compiler/javascriptDefinePropertyPrototypeNonConstructor.ts,0.10
compiler/javascriptImportDefaultBadExport.ts,0.10
compiler/javascriptThisAssignmentInStaticBlock.ts,0.10
compiler/jsCheckObjectDefineThisNoCrash.ts,0.10
compiler/jsDeclarationEmitDoesNotRenameImport.ts,0.10
compiler/jsDeclarationEmitDoesNotReuseUnrelatedJSDocImport.ts,0.10
compiler/jsDeclarationEmitExportAssignedArray.ts,0.10
compiler/jsDeclarationEmitFunction.ts,0.10
compiler/jsDeclarationEmitPrivateStaticMethod.ts,0.10
compiler/jsDeclarationEmitThisAssignment.ts,0.10
compiler/jsDeclarationEmitThisAssignmentDuplicatingMethod.ts,0.10
compiler/jsDeclarationEmitThisAssignmentWithBaseProperty.ts,0.10
compiler/jsDeclarationExportDefaultAssignmentCrash.ts,0.10
compiler/jsDeclarationsExpandoInternal.tsx,0.10
compiler/jsDeclarationsInheritedTypes.ts,0.10
compiler/jsDeclarationsRequireImportForms.ts,0.10
compiler/jsDeclarationsWithDefaultAsNamespaceLikeMerge.ts,0.10
compiler/jsDocAugmentsEmptyExtends.ts,0.10
compiler/jsDocAwaitMemberAccessTopLevel.ts,0.10
compiler/jsDocCallbackExport1.ts,0.10
compiler/jsDocCallbackExport2.ts,0.10
compiler/jsDocDeclarationEmitDoesNotUseNodeModulesPathWithoutError.ts,0.10
compiler/jsDocOverloadAnonDefaultExport.ts,0.10
compiler/jsDocOverloadNamedDefaultExport.ts,0.10
compiler/jsDocTypedefTagNamespace.ts,0.10
compiler/jsDocTypedefWithThisTag.ts,0.10
compiler/jsElementAccessNoContextualTypeCrash.ts,0.10
compiler/jsEmitIntersectionProperty.ts,0.10
compiler/jsEnumCrossFileExport.ts,0.10
compiler/jsEnumFunctionLocalNoCrash.ts,0.10
compiler/jsEnumTagOnObjectFrozen.ts,0.10
compiler/jsExpandoAssignmentElementAccess.ts,0.10
compiler/jsExpandoObjectDefineProperty.ts,0.10
